headline,preprocessed_headline,date_std,source
The role of medical cannabis for chronic pain,"['The', 'role', 'medical', 'cannabis', 'chronic', 'pain']",2023-02-01,headline
Medicinal cannabis: pot or panacea?,"['Medicinal', 'cannabis', ':', 'pot', 'panacea', '?']",2023-02-28,headline
STATUTES AMENDMENT MEDICINAL CANNABIS DEFENCE BILL SECOND READING SPEECH,"['STATUTES', 'AMENDMENT', 'MEDICINAL', 'CANNABIS', 'DEFENCE', 'BILL', 'SECOND', 'READING', 'SPEECH']",2023-03-22,headline
Drug laws set to relax in Queensland under legislative changes | ABC News,"['Drug', 'law', 'set', 'relax', 'Queensland', 'legislative', 'change', '|', 'ABC', 'News']",2023-03-21,headline
Medical Cannabis Australia 2023 TGO 93 Medicinal Standard,"['Medical', 'Cannabis', 'Australia', '2023', 'TGO', '93', 'Medicinal', 'Standard']",2023-01-15,headline
Medicinal Cannabis Today : Indications and Evidence Pt2,"['Medicinal', 'Cannabis', 'Today', ':', 'Indications', 'Evidence', 'Pt2']",2023-02-08,headline
Comedian Rhys Nicholson on legalising weed | The Weekly with Charlie Pickering,"['Comedian', 'Rhys', 'Nicholson', 'legalising', 'weed', '|', 'The', 'Weekly', 'Charlie', 'Pickering']",2023-02-12,headline
MDMA will soon be prescribed by Australian psychiatrists  | 7NEWS,"['MDMA', 'soon', 'prescribed', 'Australian', 'psychiatrist', '|', '7NEWS']",2023-02-03,headline
Little Green Pharma continues to expand making significant strides,"['Little', 'Green', 'Pharma', 'continues', 'expand', 'making', 'significant', 'stride']",2023-01-31,headline
Parliament in Focus: Road Safety Amendment (Medicinal Cannabis) Bill 2023,"['Parliament', 'Focus', ':', 'Road', 'Safety', 'Amendment', '(', 'Medicinal', 'Cannabis', ')', 'Bill', '2023']",2023-03-14,headline
Medicinal Cannabis Today : Indications and Evidence Pt1,"['Medicinal', 'Cannabis', 'Today', ':', 'Indications', 'Evidence', 'Pt1']",2023-02-01,headline
Opinions divided on changes to Queensland drug laws | 7NEWS,"['Opinions', 'divided', 'change', 'Queensland', 'drug', 'law', '|', '7NEWS']",2023-03-20,headline
Medical cannabis bill dies in House committee,"['Medical', 'cannabis', 'bill', 'dy', 'House', 'committee']",2023-02-28,headline
WEED IS NOW LEGAL IN THAILAND!,"['WEED', 'IS', 'NOW', 'LEGAL', 'IN', 'THAILAND', '!']",2023-02-26,headline
The Professional’s Guide to Addressing Medical Cannabis in Substance Use Treatment Settings,"['The', 'Professional', '’', 'Guide', 'Addressing', 'Medical', 'Cannabis', 'Substance', 'Use', 'Treatment', 'Settings']",2023-01-19,headline
Medical cannabis bill creates conservative system,"['Medical', 'cannabis', 'bill', 'creates', 'conservative', 'system']",2023-02-10,headline
Senate Sitting - 22 March 2023,"['Senate', 'Sitting', '-', '22', 'March', '2023']",2023-04-04,headline
Are antidepressants effective for chronic pain? | 9 News Australia,"['Are', 'antidepressant', 'effective', 'chronic', 'pain', '?', '|', '9', 'News', 'Australia']",2023-02-02,headline
Veterans to testify amid push to legalize medical cannabis,"['Veterans', 'testify', 'amid', 'push', 'legalize', 'medical', 'cannabis']",2023-02-21,headline
Sarah Game MLC | Medicinal Cannabis Defence bill,"['Sarah', 'Game', 'MLC', '|', 'Medicinal', 'Cannabis', 'Defence', 'bill']",2023-02-22,headline
Avecho Entitlement Offer Investor Webinar,"['Avecho', 'Entitlement', 'Offer', 'Investor', 'Webinar']",2023-04-04,headline
The Surprising Benefits of CBD for Anxiety and Insomnia,"['The', 'Surprising', 'Benefits', 'CBD', 'Anxiety', 'Insomnia']",2023-01-19,headline
Several Marijuana-Related Bills Pass Through Oklahoma Legislature,"['Several', 'Marijuana-Related', 'Bills', 'Pass', 'Through', 'Oklahoma', 'Legislature']",2023-03-22,headline
What Does Science Tell Us About Cannabis Effects?,"['What', 'Does', 'Science', 'Tell', 'Us', 'About', 'Cannabis', 'Effects', '?']",2023-02-06,headline
Better Thinking #120 – Michael Duhig on Medicinal Cannabis for Children,"['Better', 'Thinking', '#', '120', '–', 'Michael', 'Duhig', 'Medicinal', 'Cannabis', 'Children']",2023-01-30,headline
An Overview of Australia’s legal marijuana industry,"['An', 'Overview', 'Australia', '’', 'legal', 'marijuana', 'industry']",2023-02-22,headline
Medical Cannabis in Patients with Chronic Kidney Disease (15/02/23),"['Medical', 'Cannabis', 'Patients', 'Chronic', 'Kidney', 'Disease', '(', '15/02/23', ')']",2023-02-23,headline
Medical Marijuana Review,"['Medical', 'Marijuana', 'Review']",2023-03-31,headline
The promising medicinal benefits of cannabis,"['The', 'promising', 'medicinal', 'benefit', 'cannabis']",2020-12-21,headline
248K medicinal cannabis scripts approved,"['248K', 'medicinal', 'cannabis', 'script', 'approved']",2022-05-10,headline
Exploring medicinal cannabis in endometriosis,"['Exploring', 'medicinal', 'cannabis', 'endometriosis']",2021-03-17,headline
FreshLeaf reveals medicinal cannabis report,"['FreshLeaf', 'reveals', 'medicinal', 'cannabis', 'report']",2021-04-13,headline
Medicinal cannabis may be safe and effective: study,"['Medicinal', 'cannabis', 'may', 'safe', 'effective', ':', 'study']",2022-11-22,headline
Medicinal cannabis facility planned for Toowoomba,"['Medicinal', 'cannabis', 'facility', 'planned', 'Toowoomba']",2021-07-12,headline
Medicinal cannabis sublingual wafer launched in Australia,"['Medicinal', 'cannabis', 'sublingual', 'wafer', 'launched', 'Australia']",2020-05-14,headline
Medicinal cannabis course launched for Australian GPs,"['Medicinal', 'cannabis', 'course', 'launched', 'Australian', 'GPs']",2021-02-23,headline
Medical Cannabis: The Possible Hope For Chronic Pain,"['Medical', 'Cannabis', ':', 'The', 'Possible', 'Hope', 'For', 'Chronic', 'Pain']",2022-09-01,headline
Medical cannabis: much work to be done,"['Medical', 'cannabis', ':', 'much', 'work', 'done']",2018-08-30,headline
Historic PBS listing of cannabis for Dravet syndrome,"['Historic', 'PBS', 'listing', 'cannabis', 'Dravet', 'syndrome']",2021-05-10,headline
"CBD: very high doses don't affect driving, cognition","['CBD', ':', 'high', 'dos', ""n't"", 'affect', 'driving', ',', 'cognition']",2022-06-01,headline
Victoria and Queensland join Marijuana Trials,"['Victoria', 'Queensland', 'join', 'Marijuana', 'Trials']",2015-04-21,headline
"Cannabis: short-term gain, but long-term pain?","['Cannabis', ':', 'short-term', 'gain', ',', 'long-term', 'pain', '?']",2022-06-07,headline
Hospital + Healthcare,"['Hospital', '+', 'Healthcare']",,headline
Young man dies from inhaling deodorant,"['Young', 'man', 'dy', 'inhaling', 'deodorant']",2018-11-16,headline
FactCheck: it's true – WA has the nation's highest rate of methamphetamine use,"['FactCheck', ':', ""'s"", 'true', '–', 'WA', 'nation', ""'s"", 'highest', 'rate', 'methamphetamine', 'use']",2017-02-22,headline
"Experts available: Bali Nine, medicinal cannabis legalisation, prison rates","['Experts', 'available', ':', 'Bali', 'Nine', ',', 'medicinal', 'cannabis', 'legalisation', ',', 'prison', 'rate']",2015-04-27,headline
Medicinal cannabis: Presenting possible treatment modalities for the future,"['Medicinal', 'cannabis', ':', 'Presenting', 'possible', 'treatment', 'modality', 'future']",2018-06-01,headline
Medical Cannabis law reform in Australia,"['Medical', 'Cannabis', 'law', 'reform', 'Australia']",2016-03-01,headline
World first Australian and New Zealand trial of cannabidiol transdermal gel for the most common hard-to-treat epilepsy type in adults,"['World', 'first', 'Australian', 'New', 'Zealand', 'trial', 'cannabidiol', 'transdermal', 'gel', 'common', 'hard-to-treat', 'epilepsy', 'type', 'adult']",2022-07-11,headline
Forbidden,['Forbidden'],2022-12-15,headline
Understanding the evidence for medical cannabis and cannabis-based medicines for the treatment of chronic non-cancer pain,"['Understanding', 'evidence', 'medical', 'cannabis', 'cannabis-based', 'medicine', 'treatment', 'chronic', 'non-cancer', 'pain']",,headline
Driving under the influence of medical cannabis,"['Driving', 'influence', 'medical', 'cannabis']",,headline
A Phase I/II Open-Label Study to Evaluate the Safety and Efficacy of Orally Administered Full-Spectrum Medicinal Cannabis Plant Extract 0.08% THC (FEN164) in Children with Autism Spectrum Disorder.,"['A', 'Phase', 'I/II', 'Open-Label', 'Study', 'Evaluate', 'Safety', 'Efficacy', 'Orally', 'Administered', 'Full-Spectrum', 'Medicinal', 'Cannabis', 'Plant', 'Extract', '0.08', '%', 'THC', '(', 'FEN164', ')', 'Children', 'Autism', 'Spectrum', 'Disorder', '.']",,headline
The Cannabis Information Helpline: Assessing Interest in the Medicinal Use of Cannabis in Australia,"['The', 'Cannabis', 'Information', 'Helpline', ':', 'Assessing', 'Interest', 'Medicinal', 'Use', 'Cannabis', 'Australia']",2017-05-30,headline
Medical cannabis or cannabinoids for chronic non-cancer and cancer related pain: A systematic review and meta-analysis of randomised clinical trials,"['Medical', 'cannabis', 'cannabinoids', 'chronic', 'non-cancer', 'cancer', 'related', 'pain', ':', 'A', 'systematic', 'review', 'meta-analysis', 'randomised', 'clinical', 'trial']",2021-09-08,headline
Medical cannabis or cannabinoids for chronic pain: A clinical practice guideline,"['Medical', 'cannabis', 'cannabinoids', 'chronic', 'pain', ':', 'A', 'clinical', 'practice', 'guideline']",2021-09-08,headline
International cannabis trial offers hope to epilepsy sufferers,"['International', 'cannabis', 'trial', 'offer', 'hope', 'epilepsy', 'sufferer']",2016-10-06,headline
Cannabis (Marijuana),"['Cannabis', '(', 'Marijuana', ')']",,headline
Paediatrics Monash Health,"['Paediatrics', 'Monash', 'Health']",,headline
International and Australian Experience of Medical Cannabis Programs with Respect to Driving and Road Safety,"['International', 'Australian', 'Experience', 'Medical', 'Cannabis', 'Programs', 'Respect', 'Driving', 'Road', 'Safety']",2020-10-16,headline
Drug misuse and dependence: The role of community pharmacy,"['Drug', 'misuse', 'dependence', ':', 'The', 'role', 'community', 'pharmacy']",,headline
Traffic fatalities on a high after cannabis legalisation,"['Traffic', 'fatality', 'high', 'cannabis', 'legalisation']",2019-02-07,headline
Michelle McIntosh,"['Michelle', 'McIntosh']",,headline
Dr Paul Wynne to speak at ACannabis Conference 2023,"['Dr', 'Paul', 'Wynne', 'speak', 'ACannabis', 'Conference', '2023']",2023-02-17,headline
A pilot randomised placebo-controlled trial of cannabidiol to reduce severe behavioural problems in children and adolescents with intellectual disability,"['A', 'pilot', 'randomised', 'placebo-controlled', 'trial', 'cannabidiol', 'reduce', 'severe', 'behavioural', 'problem', 'child', 'adolescent', 'intellectual', 'disability']",,headline
The truth about medical marijuana: science set to clear the haze,"['The', 'truth', 'medical', 'marijuana', ':', 'science', 'set', 'clear', 'haze']",2017-12-06,headline
"Cannabis use and workplace cannabis availability, perceptions and policies among Canadian workers: A comparison before and after the legalisation of non-medical cannabis","['Cannabis', 'use', 'workplace', 'cannabis', 'availability', ',', 'perception', 'policy', 'among', 'Canadian', 'worker', ':', 'A', 'comparison', 'legalisation', 'non-medical', 'cannabis']",,headline
Should doctors prescribe cannabinoids?,"['Should', 'doctor', 'prescribe', 'cannabinoids', '?']",,headline
Paediatrics Monash Health,"['Paediatrics', 'Monash', 'Health']",,headline
"Cannabis and road safety: A review of recent epidemiological, driver impairment, and drug screening literature","['Cannabis', 'road', 'safety', ':', 'A', 'review', 'recent', 'epidemiological', ',', 'driver', 'impairment', ',', 'drug', 'screening', 'literature']",,headline
Does cannabidiol reduce severe behavioural problems in children with intellectual disability? Study protocol for a pilot single-site phase I/II randomised placebo controlled trial,"['Does', 'cannabidiol', 'reduce', 'severe', 'behavioural', 'problem', 'child', 'intellectual', 'disability', '?', 'Study', 'protocol', 'pilot', 'single-site', 'phase', 'I/II', 'randomised', 'placebo', 'controlled', 'trial']",2020-03-08,headline
Exploring the association of legalisation status of cannabis with problematic cannabis use and impulsivity in the USA,"['Exploring', 'association', 'legalisation', 'status', 'cannabis', 'problematic', 'cannabis', 'use', 'impulsivity', 'USA']",2018-09-17,headline
What does the ecological and epidemiological evidence indicate about the potential for cannabinoids to reduce opioid use and harms? A comprehensive review,"['What', 'ecological', 'epidemiological', 'evidence', 'indicate', 'potential', 'cannabinoids', 'reduce', 'opioid', 'use', 'harm', '?', 'A', 'comprehensive', 'review']",2018-09-03,headline
Traffic fatalities within US states that have legalized recreational cannabis sales and their neighbours,"['Traffic', 'fatality', 'within', 'US', 'state', 'legalized', 'recreational', 'cannabis', 'sale', 'neighbour']",,headline
Thought Leadership Series: Life Sciences,"['Thought', 'Leadership', 'Series', ':', 'Life', 'Sciences']",,headline
Michael Fahey,"['Michael', 'Fahey']",,headline
World first trial of cannabis to treat epilepsy,"['World', 'first', 'trial', 'cannabis', 'treat', 'epilepsy']",2016-10-04,headline
Forbidden,['Forbidden'],2021-10-15,headline
Laureate Professor Ingrid Scheffer AO,"['Laureate', 'Professor', 'Ingrid', 'Scheffer', 'AO']",,headline
Christiane and Selby finalists in the student Walkleys,"['Christiane', 'Selby', 'finalist', 'student', 'Walkleys']",2018-05-31,headline
The Effect of Cannabidiol on Psychosis-like Behaviour Induced by Methamphetamine and MK-801 in Mice: A Negative Report,"['The', 'Effect', 'Cannabidiol', 'Psychosis-like', 'Behaviour', 'Induced', 'Methamphetamine', 'MK-801', 'Mice', ':', 'A', 'Negative', 'Report']",2019-03-14,headline
Michelle Lynch,"['Michelle', 'Lynch']",,headline
Department of Rural & Indigenous Health,"['Department', 'Rural', '&', 'Indigenous', 'Health']",,headline
Citing and referencing: Newspapers,"['Citing', 'referencing', ':', 'Newspapers']",,headline
School of Clinical Sciences at Monash Health,"['School', 'Clinical', 'Sciences', 'Monash', 'Health']",,headline
Peter Smith,"['Peter', 'Smith']",,headline
School of Clinical Sciences at Monash Health,"['School', 'Clinical', 'Sciences', 'Monash', 'Health']",,headline
Pulmonary effects of marijuana inhalation,"['Pulmonary', 'effect', 'marijuana', 'inhalation']",,headline
Office of the VC & President,"['Office', 'VC', '&', 'President']",,headline
Christiane wins back-to-back Walkleys for Student of the Year,"['Christiane', 'win', 'back-to-back', 'Walkleys', 'Student', 'Year']",2018-07-19,headline
The antimicrobial activity of cannabinoids,"['The', 'antimicrobial', 'activity', 'cannabinoids']",,headline
Cannabis as a cause of death: A review,"['Cannabis', 'cause', 'death', ':', 'A', 'review']",,headline
Neuropsychological and neurophysiological predictors and consequences of cannabis and illicit substance use during neurodevelopment: a systematic review of longitudinal studies,"['Neuropsychological', 'neurophysiological', 'predictor', 'consequence', 'cannabis', 'illicit', 'substance', 'use', 'neurodevelopment', ':', 'systematic', 'review', 'longitudinal', 'study']",,headline
Effects of cannabis use on human behavior: A call for standardization of cannabis use metrics,"['Effects', 'cannabis', 'use', 'human', 'behavior', ':', 'A', 'call', 'standardization', 'cannabis', 'use', 'metric']",2016-09-01,headline
Christiane Barro wins Walkley for Student of the Year,"['Christiane', 'Barro', 'win', 'Walkley', 'Student', 'Year']",2017-07-27,headline
Investigating the Residual Effects of Chronic Cannabis Use and Abstinence on Verbal and Visuospatial Learning,"['Investigating', 'Residual', 'Effects', 'Chronic', 'Cannabis', 'Use', 'Abstinence', 'Verbal', 'Visuospatial', 'Learning']",2021-06-17,headline
Sollte Cannabis legalisiert werden?,"['Sollte', 'Cannabis', 'legalisiert', 'werden', '?']",2015-06-24,headline
Forbidden,['Forbidden'],,headline
"Ready2Change: Preliminary effectiveness of a telephone-delivered intervention program for alcohol, methamphetamine and cannabis use problems","['Ready2Change', ':', 'Preliminary', 'effectiveness', 'telephone-delivered', 'intervention', 'program', 'alcohol', ',', 'methamphetamine', 'cannabis', 'use', 'problem']",,headline
The utility of droperidol in the treatment of cannabinoid hyperemesis syndrome,"['The', 'utility', 'droperidol', 'treatment', 'cannabinoid', 'hyperemesis', 'syndrome']",2019-09-02,headline
"The CANBACK trial: a randomised, controlled clinical trial of oral cannabidiol for people presenting to the emergency department with acute low back pain","['The', 'CANBACK', 'trial', ':', 'randomised', ',', 'controlled', 'clinical', 'trial', 'oral', 'cannabidiol', 'people', 'presenting', 'emergency', 'department', 'acute', 'low', 'back', 'pain']",,headline
Impact of cannabis use on long-term remission in bipolar I and schizoaffective disorder,"['Impact', 'cannabis', 'use', 'long-term', 'remission', 'bipolar', 'I', 'schizoaffective', 'disorder']",2015-07-01,headline
"Cannabis, risk and normalisation: evidence from a Canadian study of socially integrated, adult cannabis users","['Cannabis', ',', 'risk', 'normalisation', ':', 'evidence', 'Canadian', 'study', 'socially', 'integrated', ',', 'adult', 'cannabis', 'user']",,headline
"Cannabis and illicit drug use during neurodevelopment and the associated structural, functional and cognitive Outcomes: Protocol for a systematic review","['Cannabis', 'illicit', 'drug', 'use', 'neurodevelopment', 'associated', 'structural', ',', 'functional', 'cognitive', 'Outcomes', ':', 'Protocol', 'systematic', 'review']",,headline
